Entry	Entry Name	Protein names	Gene Names	Organism	Length
P05744	RL33A_YEAST	Large ribosomal subunit protein eL33A (60S ribosomal protein L33-A) (L37) (RP47) (YL37)	RPL33A RPL37A YPL143W LPI4W P2625	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	107
P05745	RL36A_YEAST	Large ribosomal subunit protein eL36A (60S ribosomal protein L36-A) (L39) (YL39)	RPL36A RPL39A YMR194W YM9646.06	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	100
P05748	RL15A_YEAST	Large ribosomal subunit protein eL15A (60S ribosomal protein L15-A) (L13) (RP15R) (YL10) (YP18)	RPL15A RPL10A RPL13A YL10A YLR029C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	204
P05750	RS3_YEAST	Small ribosomal subunit protein uS3 (40S ribosomal protein S3) (RP13) (YS3)	RPS3 SUF14 YNL178W N1653	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	240
P05755	RS9B_YEAST	Small ribosomal subunit protein uS4B (40S ribosomal protein S9-B) (RP21) (S13) (YP28) (YS11)	RPS9B RPS13B SUP46 YBR189W YBR1317	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	195
P05756	RS13_YEAST	Small ribosomal subunit protein uS15 (40S ribosomal protein S13) (S27a) (YS15)	RPS13 RPS13C YDR064W D4252 YD9609.18	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	151
P05759	RS31_YEAST	Ubiquitin-ribosomal protein eS31 fusion protein [Cleaved into: Ubiquitin; Small ribosomal subunit protein eS31 (40S ribosomal protein S31) (CEP76) (S37) (YS24)]	RPS31 RPS37 UBI3 YLR167W L9470.14	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	152
P05986	KAPC_YEAST	cAMP-dependent protein kinase type 3 (PKA 3) (EC 2.7.11.11)	TPK3 PKA3 YKL166C YKL630	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	398
P06100	NOT2_YEAST	General negative regulator of transcription subunit 2 (cell division cycle protein 36)	CDC36 DNA19 NOT2 YDL165W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	191
P06101	CDC37_YEAST	Hsp90 co-chaperone Cdc37 (Cell division control protein 37) (Hsp90 chaperone protein kinase-targeting subunit)	CDC37 SMO1 YDR168W YD9489.03	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	506
P06102	NOT3_YEAST	General negative regulator of transcription subunit 3	NOT3 YIL038C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	836
P06103	EIF3B_YEAST	Eukaryotic translation initiation factor 3 subunit B (eIF3b) (Cell cycle regulation and translation initiation protein) (Eukaryotic translation initiation factor 3 90 kDa subunit) (eIF3 p90) (Translation initiation factor eIF3 p90 subunit)	PRT1 CDC63 YOR361C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	763
P06104	UBC2_YEAST	Ubiquitin-conjugating enzyme E2 2 (EC 2.3.2.23) (E2 ubiquitin-conjugating enzyme 2) (Radiation sensitivity protein 6) (Ubiquitin carrier protein UBC2) (Ubiquitin-protein ligase UBC2)	RAD6 UBC2 YGL058W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	172
P06105	SC160_YEAST	Protein SCP160 (Protein HX)	SCP160 HX YJL080C J1017	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1222
P06106	CYSD_YEAST	Homocysteine/cysteine synthase (EC 2.5.1.47) (EC 2.5.1.49) (O-acetylserine/O-acetylhomoserine sulfhydrylase) (OAS-OAH SHLase) (OAS-OAH sulfhydrylase)	MET17 MET15 MET25 YLR303W L8003.1	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	444
P06115	CATT_YEAST	Catalase T (EC 1.11.1.6)	CTT1 YGR088W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	562
P06168	ILV5_YEAST	Ketol-acid reductoisomerase, mitochondrial (EC 1.1.1.86) (Acetohydroxy-acid reductoisomerase) (Alpha-keto-beta-hydroxylacyl reductoisomerase) (Isoleucine-plus-valine requiring protein 5)	ILV5 YLR355C L9638.7	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	395
P06169	PDC1_YEAST	Pyruvate decarboxylase isozyme 1 (EC 4.1.1.-) (EC 4.1.1.43) (EC 4.1.1.72) (EC 4.1.1.74) (Thiamine pyrophosphate-dependent 2-oxo-acid decarboxylase) (2ODC)	PDC1 YLR044C L2104	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	563
P06197	PIS_YEAST	CDP-diacylglycerol--inositol 3-phosphatidyltransferase (EC 2.7.8.11) (Phosphatidylinositol synthase) (PI synthase) (PtdIns synthase)	PIS1 PIS YPR113W P8283.5	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	220
P06208	LEU1_YEAST	2-isopropylmalate synthase (EC 2.3.3.13) (Alpha-IPM synthase) (Alpha-isopropylmalate synthase)	LEU4 YNL104C N2173	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	619
P06242	KIN28_YEAST	Serine/threonine-protein kinase KIN28 (EC 2.7.11.23)	KIN28 YDL108W D2330	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	306
P06243	CDC7_YEAST	Cell division control protein 7 (EC 2.7.11.1)	CDC7 OAF2 YDL017W D2855	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	507
P06244	KAPA_YEAST	cAMP-dependent protein kinase type 1 (PKA 1) (EC 2.7.11.11) (CDC25-suppressing protein kinase) (PK-25)	TPK1 PKA1 SRA3 YJL164C J0541	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	397
P06245	KAPB_YEAST	cAMP-dependent protein kinase type 2 (PKA 2) (EC 2.7.11.11)	TPK2 PKA2 YKR1 YPL203W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	380
P06367	RS14A_YEAST	Small ribosomal subunit protein uS11A (40S ribosomal protein S14-A) (RP59A)	RPS14A CRY1 RPL59 YCR031C YCR31C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	137
P06634	DED1_YEAST	ATP-dependent RNA helicase DED1 (EC 3.6.4.13) (DEAD box protein 1) (Defines essential domain protein 1)	DED1 SPP81 YOR204W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	604
P06700	SIR2_YEAST	NAD-dependent histone deacetylase SIR2 (EC 2.3.1.286) (Regulatory protein SIR2) (Silent information regulator 2)	SIR2 MAR1 YDL042C D2714	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	562
P06701	SIR3_YEAST	Regulatory protein SIR3 (Silent information regulator 3)	SIR3 CMT1 MAR2 STE8 YLR442C L9753.10	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	978
P06704	CDC31_YEAST	Cell division control protein 31 (Nuclear pore protein CDC31) (Nucleoporin CDC31)	CDC31 DSK1 YOR257W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	161
P06738	PHSG_YEAST	Glycogen phosphorylase (EC 2.4.1.1)	GPH1 YPR160W P9584.1	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	902
P06774	HAP2_YEAST	Transcriptional activator HAP2	HAP2 YGL237C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	265
P06777	RAD1_YEAST	DNA repair protein RAD1	RAD1 YPL022W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1100
P06778	RAD52_YEAST	DNA repair and recombination protein RAD52	RAD52 YML032C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	471
P06779	RAD7_YEAST	DNA repair protein RAD7	RAD7 YJR052W J1665	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	565
P06780	RHO1_YEAST	GTP-binding protein RHO1 (EC 3.6.5.2) (Rho-type GTPase 1)	RHO1 YPR165W P9325.3	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	209
P06781	RHO2_YEAST	GTP-binding protein RHO2 (EC 3.6.5.2)	RHO2 YNL090W N2237	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	192
P06782	SNF1_YEAST	Carbon catabolite-derepressing protein kinase (EC 2.7.11.1) (Sucrose nonfermentating protein 1)	SNF1 CAT1 CCR1 GLC2 PAS14 YDR477W D8035.20	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	633
P06784	STE7_YEAST	Serine/threonine-protein kinase STE7 (EC 2.7.12.2)	STE7 YDL159W D1525	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	515
P06785	TYSY_YEAST	Thymidylate synthase (TS) (TSase) (EC 2.1.1.45) (Cell division cycle protein 21) (Constitutive RNR3 transcription protein 9)	CDC21 CRT9 TMP1 YOR074C YOR29-25	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	304
P06786	TOP2_YEAST	DNA topoisomerase 2 (EC 5.6.2.2) (DNA topoisomerase II)	TOP2 TOR3 YNL088W N2244	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1428
P06787	CALM_YEAST	Calmodulin (CaM)	CMD1 YBR109C YBR0904	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	147
P06838	RAD10_YEAST	DNA repair protein RAD10	RAD10 YML095C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	210
P06839	RAD3_YEAST	General transcription and DNA repair factor IIH helicase subunit XPD/RAD3 (TFIIH subunit XPD) (EC 5.6.2.3) (DNA 5'-3' helicase RAD3) (DNA repair helicase RAD3) (RNA polymerase II transcription factor B subunit RAD3) (TFB subunit RAD3)	RAD3 REM1 YER171W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	778
P06843	SPT2_YEAST	Protein SPT2 (Negative regulator of Ty transcription)	SPT2 SIN1 SPM2 YER161C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	333
P06844	SPT3_YEAST	Protein SPT3 (Positive regulator of Ty transcription)	SPT3 YDR392W D9509.12	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	337
P07143	CY1_YEAST	Cytochrome c1, heme protein, mitochondrial (EC 7.1.1.8) (Complex III subunit 4) (Complex III subunit IV) (Cytochrome b-c1 complex subunit 4) (Ubiquinol-cytochrome c oxidoreductase cytochrome c1 subunit) (Cytochrome c-1)	CYT1 CTC1 YOR065W YOR29-16	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	309
P07149	FAS1_YEAST	Fatty acid synthase subunit beta (EC 2.3.1.86) [Includes: 3-hydroxyacyl-[acyl-carrier-protein] dehydratase (EC 4.2.1.59); Enoyl-[acyl-carrier-protein] reductase [NADH] (EC 1.3.1.9); [Acyl-carrier-protein] acetyltransferase (EC 2.3.1.38); [Acyl-carrier-protein] malonyltransferase (EC 2.3.1.39); S-acyl fatty acid synthase thioesterase (EC 3.1.2.14)]	FAS1 YKL182W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	2051
P07170	KAD2_YEAST	Adenylate kinase (EC 2.7.4.3) (ATP-AMP transphosphorylase) (ATP:AMP phosphotransferase) (Adenylate kinase cytosolic and mitochondrial) (Adenylate monophosphate kinase)	ADK1 AKY AKY1 AKY2 YDR226W YD9934.11	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	222
P07213	TOM70_YEAST	Mitochondrial import receptor subunit TOM70 (70 kDa mitochondrial outer membrane protein) (Translocase of outer membrane 70 kDa subunit)	TOM70 MAS70 OMP1 YNL121C N1905	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	617
P07244	PUR2_YEAST	Bifunctional purine biosynthetic protein ADE5,7 [Includes: Phosphoribosylamine--glycine ligase (EC 6.3.4.13) (Glycinamide ribonucleotide synthetase) (GAR synthetase) (GARS) (Phosphoribosylglycinamide synthetase); Phosphoribosylformylglycinamidine cyclo-ligase (EC 6.3.3.1) (AIR synthase) (AIR synthetase) (AIRS) (Phosphoribosyl-aminoimidazole synthetase)]	ADE57 ADE5,7 YGL234W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	802
P07245	C1TC_YEAST	C-1-tetrahydrofolate synthase, cytoplasmic (C1-THF synthase) [Includes: Methylenetetrahydrofolate dehydrogenase (EC 1.5.1.5); Methenyltetrahydrofolate cyclohydrolase (EC 3.5.4.9); Formyltetrahydrofolate synthetase (EC 6.3.4.3)]	ADE3 YGR204W G7733	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	946
P07246	ADH3_YEAST	Alcohol dehydrogenase 3, mitochondrial (EC 1.1.1.1) (Alcohol dehydrogenase III) (ADHIII) (YADH-3)	ADH3 YMR083W YM9582.08	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	375
P07248	ADR1_YEAST	Regulatory protein ADR1	ADR1 YDR216W YD8142.16 YD8142B.08	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1323
P07249	ARGR1_YEAST	Arginine metabolism regulation protein I (Arginine-requiring protein 80)	ARG80 ARGR1 YMR042W YM9532.07	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	177
P07250	IPMK_YEAST	Inositol polyphosphate multikinase (IPMK) (EC 2.7.1.127) (EC 2.7.1.151) (Arginine metabolism regulation protein III) (GLE1 synthetic lethal protein 3) (Inositol polyphosphate kinase 2)	ARG82 ARGR3 GSL3 IPK2 YDR173C YD9395.06C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	355
P07251	ATPA_YEAST	ATP synthase subunit alpha, mitochondrial	ATP1 YBL099W YBL0827	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	545
P07255	COX9_YEAST	Cytochrome c oxidase subunit 9, mitochondrial (Cytochrome c oxidase polypeptide VIIA)	COX9 YDL067C D2520	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	59
P07256	QCR1_YEAST	Cytochrome b-c1 complex subunit 1, mitochondrial (Complex III subunit 1) (Core protein I) (Ubiquinol-cytochrome c oxidoreductase core protein 1) (Ubiquinol-cytochrome c reductase 44 kDa protein)	COR1 QCR1 YBL045C YBL0403	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	457
P07257	QCR2_YEAST	Cytochrome b-c1 complex subunit 2, mitochondrial (Complex III subunit 2) (Core protein II) (Ubiquinol-cytochrome c oxidoreductase core protein 2)	QCR2 COR2 UCR2 YPR191W P9677.6	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	368
P07258	CARA_YEAST	Carbamoyl phosphate synthase arginine-specific small chain (CPS) (CPSase) (CPSase-arg) (EC 6.3.5.5) (Arginine-specific carbamoyl phosphate synthetase, glutamine chain) (Carbamoyl phosphate synthase A) (CPS-A) (Glutamine-dependent carbamoyl phosphate synthetase)	CPA1 YOR303W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	411
P07259	PYR1_YEAST	Multifunctional protein URA2 (Pyrimidine-specific carbamoyl phosphate synthase-aspartate carbamoyl transferase) (CPSase-ATCase) [Includes: Glutamine-dependent carbamoyl phosphate synthase (EC 6.3.5.5) (Carbamoyl phosphate synthase P) (CPS-P) (CPSase P) (CPSase-ura) (Pyrimidine-specific carbamoyl phosphate synthase); Glutamine amidotransferase (GATase) (GLNase) (EC 3.5.1.2); Ammonium-dependent carbamoyl phosphate synthase (CPS) (CPSase) (EC 6.3.4.16); Aspartate carbamoyltransferase (ATCase) (EC 2.1.3.2) (Aspartate transcarbamylase)]	URA2 YJL130C J0686	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	2214
P07260	IF4E_YEAST	Eukaryotic translation initiation factor 4E (eIF-4E) (eIF4E) (eIF-4F 25 kDa subunit) (mRNA cap-binding protein)	CDC33 TIF45 YOL139C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	213
P07261	GCR1_YEAST	Glycolytic genes transcriptional activator GCR1	GCR1 SIT3 YPL075W LPF10W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	785
P07263	SYH_YEAST	Histidine--tRNA ligase, mitochondrial (EC 6.1.1.21) (Histidyl-tRNA synthetase) (HisRS)	HTS1 YPR033C YP9367.13C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	546
P07264	LEUC_YEAST	3-isopropylmalate dehydratase (EC 4.2.1.33) (Alpha-IPM isomerase) (IPMI) (Isopropylmalate isomerase)	LEU1 YGL009C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	779
P07267	CARP_YEAST	Saccharopepsin (EC 3.4.23.25) (Aspartate protease) (PrA) (Proteinase A) (Carboxypeptidase Y-deficient protein 4) (Proteinase YSCA)	PEP4 PHO9 PRA1 YPL154C P2585	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	405
P07269	PHO2_YEAST	Regulatory protein PHO2 (General regulatory factor 10)	PHO2 BAS2 GRF10 YDL106C D2350	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559
P07270	PHO4_YEAST	Phosphate system positive regulatory protein PHO4	PHO4 YFR034C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	312
P07271	PIF1_YEAST	ATP-dependent DNA helicase PIF1 (EC 3.6.4.12) (DNA repair and recombination helicase PIF1) (Petite integration frequency protein 1) (Telomere stability protein 1)	PIF1 TST1 YML061C YM9958.01C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	859
P07272	PPR1_YEAST	Pyrimidine pathway regulatory protein 1	PPR1 YLR014C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	904
P07273	TFS2_YEAST	Transcription elongation factor S-II (DNA strand transfer protein alpha) (STP-alpha) (DNA strand transferase 1) (Pyrimidine pathway regulatory protein 2)	DST1 PPR2 YGL043W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	309
P07274	PROF_YEAST	Profilin	PFY1 PFY PRF1 YOR122C O3275 YOR3275C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	126
P07276	RAD2_YEAST	DNA repair protein RAD2 (EC 3.1.-.-)	RAD2 YGR258C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1031
P07277	ERG12_YEAST	Mevalonate kinase (MK) (MvK) (EC 2.7.1.36) (Ergosterol biosynthesis protein 12) (Regulation of autonomous replication protein 1)	ERG12 RAR1 YMR208W YM8261.02	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	443
P07278	KAPR_YEAST	cAMP-dependent protein kinase regulatory subunit (cAPK regulatory subunit) (Bypass of cyclase mutations protein 1) (Protein kinase A regulatory subunit) (PKA regulatory subunit)	BCY1 REG1 SRA1 YIL033C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	416
P07280	RS19A_YEAST	Small ribosomal subunit protein eS19A (40S ribosomal protein S19-A) (RP55A) (S16a) (YP45) (YS16A)	RPS19A RP55A RPS16AA YOL121C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	144
P07281	RS19B_YEAST	Small ribosomal subunit protein eS19B (40S ribosomal protein S19-B) (RP55B) (S16a) (YS16B)	RPS19B RP55B RPS16AB YNL302C N0422	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	144
P07283	PMM_YEAST	Phosphomannomutase (PMM) (EC 5.4.2.8) (Asparagine-linked glycosylation protein 4)	SEC53 ALG4 YFL045C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	254
P07284	SYSC_YEAST	Serine--tRNA ligase, cytoplasmic (EC 6.1.1.11) (Seryl-tRNA synthetase) (SerRS) (Seryl-tRNA(Ser) synthetase)	SES1 SERS YDR023W YD9813.01	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	462
P07286	GPT_YEAST	UDP-N-acetylglucosamine--dolichyl-phosphate N-acetylglucosaminephosphotransferase (EC 2.7.8.15) (GlcNAc-1-P transferase) (G1PT) (GPT) (N-acetylglucosamine-1-phosphate transferase) (Tunicamycin resistance protein 1)	ALG7 TUR1 YBR243C YBR1628	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	448
P07342	ILVB_YEAST	Acetolactate synthase catalytic subunit, mitochondrial (EC 2.2.1.6) (Acetohydroxy-acid synthase catalytic subunit) (AHAS) (ALS)	ILV2 SMR1 YMR108W YM9718.07	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	687
P07347	ARD1_YEAST	N-terminal acetyltransferase A complex catalytic subunit ARD1 (NatA complex subunit ARD1) (EC 2.3.1.255) (Arrest-defective protein 1)	ARD1 YHR013C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	238
P07560	SEC4_YEAST	Ras-related protein SEC4 (Suppressor of RHO3 protein 6)	SEC4 SRO6 YFL005W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	215
P07702	LYS2_YEAST	L-2-aminoadipate reductase (EC 1.2.1.31) (EC 1.2.1.95) (Alpha-aminoadipate reductase) (Alpha-AR) (L-aminoadipate-semialdehyde dehydrogenase)	LYS2 YBR115C YBR0910	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1392
P07703	RPAC1_YEAST	DNA-directed RNA polymerases I and III subunit RPAC1 (RNA polymerases I and III subunit AC1) (C37) (DNA-directed RNA polymerases I and III 40 kDa polypeptide) (AC40) (C40)	RPC40 RPC5 YPR110C P8283.18	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	335
P07834	CDC4_YEAST	Cell division control protein 4 (E3 ubiquitin ligase complex SCF subunit CDC4) (F-box protein CDC4)	CDC4 YFL009W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	779
P07866	LTE1_YEAST	Guanine nucleotide exchange factor LTE1 (Low temperature essential protein 1)	LTE1 EIS4 MSI2 YAL024C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1435
P07884	MOD5_YEAST	tRNA dimethylallyltransferase (DMATase) (EC 2.5.1.75) (Isopentenyl-diphosphate: tRNA isopentenyltransferase) (IPP transferase) (IPPT) (tRNA isopentenyltransferase) (IPTase)	MOD5 YOR274W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	428
P07991	OAT_YEAST	Ornithine aminotransferase (OTAse) (EC 2.6.1.13) (Ornithine--oxo-acid aminotransferase)	CAR2 CARGB YLR438W L9753.2	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	424
P08004	CHS1_YEAST	Chitin synthase 1 (EC 2.4.1.16) (Chitin-UDP acetyl-glucosaminyl transferase 1)	CHS1 YNL192W N1404	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1131
P08018	PBS2_YEAST	MAP kinase kinase PBS2 (EC 2.7.12.2) (Polymyxin B resistance protein 2) (Suppressor of fluoride sensitivity 4)	PBS2 HOG4 SFS4 SSK4 YJL128C J0699	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	668
P08067	UCRI_YEAST	Cytochrome b-c1 complex subunit Rieske, mitochondrial (EC 7.1.1.8) (Complex III subunit 5) (Rieske iron-sulfur protein) (RISP) (Ubiquinol-cytochrome c oxidoreductase iron-sulfur subunit)	RIP1 YEL024W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	215
P08153	SWI5_YEAST	Transcriptional factor SWI5	SWI5 YDR146C YD8358.03C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	709
P08417	FUMH_YEAST	Fumarate hydratase, mitochondrial (Fumarase) (EC 4.2.1.2)	FUM1 YPL262W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	488
P08425	SYFM_YEAST	Phenylalanine--tRNA ligase, mitochondrial (EC 6.1.1.20) (Phenylalanyl-tRNA synthetase) (PheRS)	MSF1 YPR047W YP9499.05	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	469
P08432	DCOR_YEAST	Ornithine decarboxylase (ODC) (EC 4.1.1.17)	SPE1 ORD1 YKL184W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	466
P08458	SPS1_YEAST	Sporulation-specific protein 1 (EC 2.7.11.1)	SPS1 YDR523C D9719.27	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	490
P08466	NUC1_YEAST	Mitochondrial nuclease (EC 3.1.30.-)	NUC1 YJL208C HRE329 J0310	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	329
